op count:	launch time:	elapsed time:
142:	0.00008724500000	0.00000070200000
144:	0.00006931200000	0.00000062100000
146:	0.00008121300000	0.00000071100000
148:	0.00006737800000	0.00000064100000
150:	0.00001939700000	0.00000065100000
152:	0.00007987100000	0.00000064100000
154:	0.00008174500000	0.00000066100000
156:	0.00007258800000	0.00000066100000
158:	0.00007664500000	0.00000066100000
160:	0.00006727700000	0.00000067100000
162:	0.00002364500000	0.00000069200000
164:	0.00007796800000	0.00000077100000
166:	0.00007829900000	0.00000087200000
168:	0.00007703600000	0.00000071100000
170:	0.00008236600000	0.00000110200000
172:	0.00011395600000	0.00000072100000
174:	0.00007041400000	0.00000080200000
176:	0.00006680700000	0.00000073200000
178:	0.00007070400000	0.00000073100000
180:	0.00006679600000	0.00000075100000
182:	0.00006597400000	0.00000075200000
184:	0.00006457200000	0.00000077200000
186:	0.00007123500000	0.00000077100000
188:	0.00007089400000	0.00000077100000
190:	0.00003202000000	0.00000081200000
192:	0.00008008100000	0.00000087100000
194:	0.00007264700000	0.00000079200000
196:	0.00007139500000	0.00000087200000
198:	0.00007063500000	0.00000082100000
200:	0.00007574400000	0.00000089300000
202:	0.00007020400000	0.00000082100000
204:	0.00009675300000	0.00000083200000
206:	0.00007911000000	0.00000083100000
208:	0.00008665500000	0.00000085200000
210:	0.00007285800000	0.00000085200000
212:	0.00007894000000	0.00000087100000
214:	0.00007644500000	0.00000087200000
216:	0.00007147600000	0.00000087100000
218:	0.00007108400000	0.00000087200000
220:	0.00007109600000	0.00000088200000
222:	0.00007558400000	0.00000096200000
224:	0.00001965700000	0.00000089100000
226:	0.00007223600000	0.00000098200000
228:	0.00007163500000	0.00000092200000
230:	0.00007158600000	0.00000091100000
232:	0.00007747700000	0.00000099200000
234:	0.00007058400000	0.00000101100000
236:	0.00002314400000	0.00000101200000
238:	0.00002973700000	0.00000094200000
240:	0.00002550800000	0.00000087100000
242:	0.00001037000000	0.00000096200000
244:	0.00006969200000	0.00000096200000
246:	0.00007153600000	0.00000096100000
248:	0.00003332300000	0.00000097100000
250:	0.00010662300000	0.00000097200000
252:	0.00008998100000	0.00000107200000
254:	0.00004233000000	0.00000098200000
256:	0.00002018800000	0.00000100200000
258:	0.00004096800000	0.00000101100000
260:	0.00007273800000	0.00000102200000
262:	0.00007457200000	0.00000102200000
264:	0.00007150600000	0.00000102200000
266:	0.00004314300000	0.00000111200000
268:	0.00007021200000	0.00000103200000
270:	0.00006525300000	0.00000104200000
272:	0.00006572500000	0.00000105200000
274:	0.00006613600000	0.00000106200000
276:	0.00001696300000	0.00000106200000
278:	0.00008543200000	0.00000104200000
280:	0.00063816600000	0.00000108200000
282:	0.00006293000000	0.00000108200000
284:	0.00008398900000	0.00000111200000
286:	0.00007127600000	0.00000111200000
288:	0.00007116500000	0.00000118200000
290:	0.00002135100000	0.00000120200000
292:	0.00006866000000	0.00000113200000
294:	0.00007239800000	0.00000121200000
296:	0.00007792700000	0.00000113200000
298:	0.00005065600000	0.00000115200000
300:	0.00009851700000	0.00000114200000
302:	0.00006856000000	0.00000115200000
304:	0.00006820000000	0.00000116300000
306:	0.00007677600000	0.00000131200000
308:	0.00009958900000	0.00000119200000
310:	0.00007285800000	0.00000117200000
312:	0.00006790000000	0.00000120200000
314:	0.00007589400000	0.00000119300000
316:	0.00010921800000	0.00000120300000
318:	0.00007455200000	0.00000129200000
320:	0.00007076300000	0.00000122200000
322:	0.00006839000000	0.00000125300000
324:	0.00007022300000	0.00000123200000
326:	0.00008549200000	0.00000123300000
328:	0.00007229700000	0.00000132200000
330:	0.00007080400000	0.00000125200000
332:	0.00007931100000	0.00000137300000
334:	0.00008481100000	0.00000134300000
336:	0.00007348900000	0.00000135200000
338:	0.00006219800000	0.00000128300000
340:	0.00007184700000	0.00000137300000
342:	0.00007173600000	0.00000128200000
344:	0.00006908000000	0.00000130200000
346:	0.00006954200000	0.00000133200000
348:	0.00006865100000	0.00000131200000
350:	0.00007399000000	0.00000137300000
352:	0.00007230800000	0.00000138200000
354:	0.00006991300000	0.00000134300000
356:	0.00006915100000	0.00000133200000
358:	0.00006710800000	0.00000134200000
360:	0.00006741800000	0.00000135200000
362:	0.00006687700000	0.00000137300000
364:	0.00006848100000	0.00000138200000
366:	0.00006586400000	0.00000136200000
368:	0.00006528400000	0.00000139200000
370:	0.00007039400000	0.00000138300000
372:	0.00006593500000	0.00000141300000
374:	0.00007142500000	0.00000141300000
376:	0.00007016300000	0.00000140300000
378:	0.00007381000000	0.00000141300000
380:	0.00007988200000	0.00000150300000
382:	0.00007182500000	0.00000148300000
384:	0.00002260300000	0.00000133200000
386:	0.00006944200000	0.00000144300000
388:	0.00008621400000	0.00000153300000
390:	0.00007281700000	0.00000153300000
392:	0.00007195600000	0.00000153400000
394:	0.00007898000000	0.00000146300000
396:	0.00009132300000	0.00000146300000
398:	0.00006823000000	0.00000147300000
400:	0.00006830100000	0.00000148200000
402:	0.00006787900000	0.00000149300000
404:	0.00033906300000	0.00000148300000
406:	0.00008527100000	0.00000151300000
408:	0.00007783800000	0.00000149300000
410:	0.00006752900000	0.00000151300000
412:	0.00006760700000	0.00000152300000
414:	0.00006959200000	0.00000153300000
416:	0.00005596600000	0.00000145300000
418:	0.00006672600000	0.00000154300000
420:	0.00006699600000	0.00000155300000
422:	0.00007173600000	0.00000167300000
424:	0.00007108500000	0.00000156300000
426:	0.00007194600000	0.00000164300000
428:	0.00007028300000	0.00000165300000
430:	0.00007104500000	0.00000159400000
432:	0.00006628700000	0.00000160400000
434:	0.00007130600000	0.00000167300000
436:	0.00007010400000	0.00000168300000
438:	0.00007571400000	0.00000168300000
440:	0.00006549500000	0.00000162300000
442:	0.00007526300000	0.00000162300000
444:	0.00007521300000	0.00000170300000
446:	0.00007830900000	0.00000168300000
448:	0.00006740900000	0.00000165300000
450:	0.00006733800000	0.00000166300000
452:	0.00006816900000	0.00000165300000
454:	0.00006831000000	0.00000166300000
456:	0.00006947300000	0.00000177300000
458:	0.00007072500000	0.00000176300000
460:	0.00006864900000	0.00000171300000
462:	0.00007708600000	0.00000177300000
464:	0.00008266700000	0.00000170300000
466:	0.00006720700000	0.00000170300000
468:	0.00006738800000	0.00000171300000
470:	0.00005562600000	0.00000179400000
472:	0.00002383500000	0.00000171300000
474:	0.00008230700000	0.00000174300000
476:	0.00006596500000	0.00000174400000
478:	0.00011747300000	0.00000174300000
480:	0.00007009400000	0.00000182400000
482:	0.00007732700000	0.00000183400000
484:	0.00006736800000	0.00000176300000
486:	0.00006802000000	0.00000178300000
488:	0.00006932200000	0.00000179300000
490:	0.00006637600000	0.00000180500000
492:	0.00008124400000	0.00000178300000
494:	0.00006703700000	0.00000181300000
496:	0.00007937200000	0.00000182300000
498:	0.00007892900000	0.00000182400000
500:	0.00006743900000	0.00000183400000
502:	0.00007165600000	0.00000191300000
504:	0.00006773900000	0.00000184300000
506:	0.00006648700000	0.00000183300000
508:	0.00006738700000	0.00000185300000
510:	0.00006788800000	0.00000185300000
512:	0.00006711700000	0.00000187300000
514:	0.00006550300000	0.00000187300000
516:	0.00007496200000	0.00000227500000
518:	0.00002087900000	0.00000188300000
520:	0.00007531300000	0.00000189400000
522:	0.00006958100000	0.00000188400000
524:	0.00007097400000	0.00000190300000
526:	0.00006759800000	0.00000191400000
528:	0.00007419000000	0.00000191400000
530:	0.00007017300000	0.00000191400000
532:	0.00006894000000	0.00000192400000
534:	0.00006744800000	0.00000193400000
536:	0.00007100500000	0.00000193400000
538:	0.00007313900000	0.00000196400000
540:	0.00007491200000	0.00000194400000
542:	0.00006901100000	0.00000196500000
544:	0.00006957200000	0.00000198300000
546:	0.00007039300000	0.00000197300000
548:	0.00006964100000	0.00000198400000
550:	0.00007429100000	0.00000198300000
552:	0.00006824000000	0.00000199400000
554:	0.00007291900000	0.00000199400000
556:	0.00008119400000	0.00000209400000
558:	0.00007292900000	0.00000203400000
560:	0.00007199700000	0.00000202300000
562:	0.00007043300000	0.00000204400000
564:	0.00007048300000	0.00000204300000
566:	0.00007170600000	0.00000204400000
568:	0.00006873100000	0.00000205400000
570:	0.00006945200000	0.00000205300000
572:	0.00007656500000	0.00000206400000
574:	0.00006981300000	0.00000207500000
576:	0.00006659600000	0.00000208400000
578:	0.00006848900000	0.00000207300000
580:	0.00011793300000	0.00000219400000
582:	0.00009212400000	0.00000209400000
584:	0.00006832000000	0.00000210300000
586:	0.00006720800000	0.00000212400000
588:	0.00007160600000	0.00000211400000
590:	0.00010516900000	0.00000211400000
592:	0.00007229700000	0.00000212300000
594:	0.00006766800000	0.00000213400000
596:	0.00006671600000	0.00000215400000
598:	0.00007899100000	0.00000215500000
600:	0.00006212900000	0.00000222400000
602:	0.00006654600000	0.00000223400000
604:	0.00006574400000	0.00000217400000
606:	0.00007872900000	0.00000225500000
608:	0.00006611500000	0.00000218500000
610:	0.00007117500000	0.00000218400000
612:	0.00006680600000	0.00000220400000
614:	0.00006686700000	0.00000220400000
616:	0.00007366000000	0.00000222500000
618:	0.00006651600000	0.00000221400000
620:	0.00007792800000	0.00000229400000
622:	0.00006767900000	0.00000230400000
624:	0.00007377000000	0.00000223500000
626:	0.00006561400000	0.00000223400000
628:	0.00006519300000	0.00000224500000
630:	0.00006601500000	0.00000226400000
632:	0.00006566400000	0.00000225400000
634:	0.00006533500000	0.00000226400000
636:	0.00009121300000	0.00000244400000
638:	0.00008114400000	0.00000227400000
640:	0.00008111500000	0.00000226400000
642:	0.00006637500000	0.00000228600000
644:	0.00006724800000	0.00000236400000
646:	0.00006634500000	0.00000230400000
648:	0.00006639700000	0.00000231400000
650:	0.00006640700000	0.00000231400000
652:	0.00006580400000	0.00000240400000
654:	0.00007280900000	0.00000240400000
656:	0.00006764800000	0.00000233400000
658:	0.00006741800000	0.00000235400000
660:	0.00006759900000	0.00000234400000
662:	0.00006670600000	0.00000236400000
664:	0.00006551400000	0.00000238400000
666:	0.00036640500000	0.00000245400000
668:	0.00008700600000	0.00000235400000
670:	0.00007300800000	0.00000237600000
672:	0.00009671400000	0.00000239500000
674:	0.00008776600000	0.00000248500000
676:	0.00007613400000	0.00000254600000
678:	0.00007353000000	0.00000249500000
680:	0.00007118500000	0.00000253500000
682:	0.00008653400000	0.00000243500000
684:	0.00009059200000	0.00000243400000
686:	0.00008687600000	0.00000244400000
688:	0.00007024400000	0.00000245500000
690:	0.00006718800000	0.00000246400000
692:	0.00006883100000	0.00000246400000
694:	0.00008395000000	0.00000271600000
696:	0.00007114500000	0.00000246500000
698:	0.00006716800000	0.00000248400000
700:	0.00006868000000	0.00000248500000
702:	0.00006737700000	0.00000247500000
704:	0.00006752800000	0.00000249400000
706:	0.00008018200000	0.00000249500000
708:	0.00008347800000	0.00000249500000
710:	0.00006862100000	0.00000251400000
712:	0.00006683800000	0.00000254500000
714:	0.00007016300000	0.00000254600000
716:	0.00006544500000	0.00000253500000
718:	0.00006689700000	0.00000255400000
720:	0.00006624500000	0.00000263400000
722:	0.00006837000000	0.00000278500000
724:	0.00009664400000	0.00000255500000
726:	0.00006870000000	0.00000257500000
728:	0.00006968300000	0.00000257500000
730:	0.00006584500000	0.00000258500000
732:	0.00006805900000	0.00000259500000
734:	0.00006717700000	0.00000261500000
736:	0.00006653700000	0.00000260500000
738:	0.00007140600000	0.00000269500000
740:	0.00006989300000	0.00000269500000
742:	0.00006554400000	0.00000262500000
744:	0.00006692600000	0.00000262500000
746:	0.00006657600000	0.00000263500000
748:	0.00006600600000	0.00000264400000
750:	0.00006717700000	0.00000265400000
752:	0.00007855900000	0.00000265500000
754:	0.00007393000000	0.00000271500000
756:	0.00007131600000	0.00000268600000
758:	0.00006996300000	0.00000268500000
760:	0.00006638700000	0.00000270500000
762:	0.00006509300000	0.00000270500000
764:	0.00006551300000	0.00000271500000
766:	0.00006501400000	0.00000270500000
768:	0.00006603600000	0.00000272500000
770:	0.00006912200000	0.00000273500000
772:	0.00006994200000	0.00000272500000
774:	0.00006916100000	0.00000273500000
776:	0.00007129600000	0.00000275600000
778:	0.00006920200000	0.00000275500000
780:	0.00006996200000	0.00000276600000
782:	0.00006846100000	0.00000276500000
784:	0.00006462200000	0.00000277500000
786:	0.00006490400000	0.00000278500000
788:	0.00006686800000	0.00000277500000
790:	0.00011241300000	0.00000289500000
792:	0.00006839100000	0.00000287500000
794:	0.00007219700000	0.00000287600000
796:	0.00002653000000	0.00000288500000
798:	0.00006657600000	0.00000282500000
800:	0.00007036400000	0.00000283600000
802:	0.00006568400000	0.00000284500000
804:	0.00006838900000	0.00000284500000
806:	0.00006686600000	0.00000286500000
808:	0.00007070400000	0.00000292500000
810:	0.00020484600000	0.00000285500000
812:	0.00007241700000	0.00000294500000
814:	0.00006915200000	0.00000295700000
816:	0.00006926100000	0.00000296500000
818:	0.00006938200000	0.00000301500000
820:	0.00004801100000	0.00000291500000
822:	0.00006706700000	0.00000297700000
824:	0.00007059300000	0.00000297500000
826:	0.00005815000000	0.00000301700000
828:	0.00002611900000	0.00000299600000
830:	0.00007365000000	0.00000291500000
832:	0.00003947500000	0.00000294600000
834:	0.00006903200000	0.00000294700000
836:	0.00003169000000	0.00000294500000
838:	0.00006538400000	0.00000295600000
840:	0.00006553500000	0.00000295600000
842:	0.00006725700000	0.00000296600000
844:	0.00007032400000	0.00000297500000
846:	0.00007168500000	0.00000297600000
848:	0.00006658600000	0.00000298600000
850:	0.00006556500000	0.00000298500000
852:	0.00009050200000	0.00000298500000
854:	0.00007717700000	0.00000306600000
856:	0.00013707000000	0.00000301500000
858:	0.00006556400000	0.00000301500000
860:	0.00006727700000	0.00000301500000
862:	0.00006566400000	0.00000303500000
864:	0.00006605600000	0.00000303600000
866:	0.00006933100000	0.00000305600000
868:	0.00006670600000	0.00000305600000
870:	0.00009390900000	0.00000308600000
872:	0.00006734700000	0.00000305500000
874:	0.00006524300000	0.00000306500000
876:	0.00006691800000	0.00000306600000
878:	0.00006819000000	0.00000307500000
880:	0.00006757700000	0.00000309500000
882:	0.00007582400000	0.00000309500000
884:	0.00007411100000	0.00000309700000
886:	0.00007700600000	0.00000310600000
888:	0.00006794900000	0.00000311600000
890:	0.00006812900000	0.00000311600000
892:	0.00006705700000	0.00000313600000
894:	0.00006692600000	0.00000313700000
896:	0.00006710700000	0.00000314600000
898:	0.00006999400000	0.00000314500000
900:	0.00007051300000	0.00000314700000
902:	0.00007318900000	0.00000315600000
904:	0.00011921600000	0.00000316600000
906:	0.00006599600000	0.00000318600000
908:	0.00006653600000	0.00000319600000
910:	0.00006740800000	0.00000319600000
912:	0.00006648700000	0.00000320600000
914:	0.00009529100000	0.00000324600000
916:	0.00007304800000	0.00000320600000
918:	0.00007005300000	0.00000322600000
920:	0.00006630600000	0.00000323600000
922:	0.00006533500000	0.00000324600000
924:	0.00006990300000	0.00000323600000
926:	0.00006747900000	0.00000324600000
928:	0.00006607600000	0.00000326600000
930:	0.00006709700000	0.00000325600000
932:	0.00012554800000	0.00000327600000
934:	0.00007900100000	0.00000335700000
936:	0.00007629500000	0.00000328600000
938:	0.00009408900000	0.00000329600000
940:	0.00006862100000	0.00000329600000
942:	0.00007237800000	0.00000330600000
944:	0.00006711800000	0.00000330600000
946:	0.00006335100000	0.00000332700000
948:	0.00006606500000	0.00000332600000
950:	0.00007626500000	0.00000333600000
952:	0.00006597500000	0.00000333600000
954:	0.00006487300000	0.00000333600000
956:	0.00006601500000	0.00000335600000
958:	0.00006671700000	0.00000335800000
960:	0.00006953200000	0.00000336600000
962:	0.00007251800000	0.00000343600000
964:	0.00007121600000	0.00000344600000
966:	0.00007031400000	0.00000345700000
968:	0.00008646400000	0.00000337600000
970:	0.00006607400000	0.00000338600000
972:	0.00006755800000	0.00000339600000
974:	0.00008566300000	0.00000339600000
976:	0.00085240700000	0.00000340600000
978:	0.00011289400000	0.00000350600000
980:	0.00006872000000	0.00000342700000
982:	0.00006792900000	0.00000344600000
984:	0.00007927000000	0.00000351700000
986:	0.00006776900000	0.00000345600000
988:	0.00006957300000	0.00000345600000
990:	0.00006602500000	0.00000346600000
992:	0.00006657600000	0.00000347700000
994:	0.00006907100000	0.00000346700000
996:	0.00006606500000	0.00000347600000
998:	0.00006593400000	0.00000349600000
1000:	0.00007113400000	0.00000350600000
1002:	0.00006612500000	0.00000349600000
1004:	0.00008622300000	0.00000351600000
1006:	0.00005393200000	0.00000352700000
1008:	0.00006641600000	0.00000351600000
1010:	0.00006841900000	0.00000353600000
1012:	0.00006552400000	0.00000352700000
1014:	0.00006622500000	0.00000354700000
1016:	0.00006538300000	0.00000354700000
1018:	0.00008947000000	0.00000358600000
1020:	0.00009054200000	0.00000355800000
1022:	0.00006593400000	0.00000355700000
1024:	0.00006973300000	0.00000358700000
1026:	0.00008480000000	0.00000366600000
1028:	0.00006874100000	0.00000358700000
1030:	0.00006673600000	0.00000367800000
1032:	0.00006947200000	0.00000367600000
1034:	0.00007185600000	0.00000369700000
1036:	0.00007594400000	0.00000361800000
1038:	0.00006585500000	0.00000362700000
1040:	0.00006528500000	0.00000361700000
1042:	0.00006544400000	0.00000362600000
1044:	0.00006569400000	0.00000363700000
1046:	0.00006518300000	0.00000371700000
1048:	0.00007257800000	0.00000374700000
1050:	0.00003975500000	0.00000371700000
1052:	0.00006767800000	0.00000365700000
1054:	0.00007058500000	0.00000367800000
1056:	0.00006629500000	0.00000368700000
1058:	0.00006567400000	0.00000367800000
1060:	0.00006884100000	0.00000368700000
1062:	0.00006568600000	0.00000369700000
1064:	0.00006560400000	0.00000369800000
1066:	0.00006480300000	0.00000372700000
1068:	0.00006891100000	0.00000401700000
1070:	0.00007579400000	0.00000380700000
1072:	0.00007073300000	0.00000376800000
1074:	0.00007461100000	0.00000374800000
1076:	0.00006611600000	0.00000374700000
1078:	0.00006600500000	0.00000376700000
1080:	0.00007001300000	0.00000377700000
1082:	0.00009042200000	0.00000383800000
1084:	0.00006690700000	0.00000378700000
1086:	0.00006539400000	0.00000377700000
1088:	0.00006491200000	0.00000378700000
1090:	0.00006550500000	0.00000379700000
1092:	0.00009886800000	0.00000388700000
1094:	0.00007051400000	0.00000381800000
1096:	0.00006620600000	0.00000381700000
1098:	0.00007196700000	0.00000383700000
1100:	0.00006592500000	0.00000383700000
1102:	0.00006935100000	0.00000384800000
1104:	0.00006548400000	0.00000384700000
1106:	0.00006716700000	0.00000384700000
1108:	0.00007025400000	0.00000384700000
1110:	0.00007017300000	0.00000386700000
1112:	0.00006712800000	0.00000388700000
1114:	0.00007384000000	0.00000387700000
1116:	0.00006648700000	0.00000387700000
1118:	0.00006871000000	0.00000388800000
1120:	0.00007154600000	0.00000397700000
1122:	0.00007086500000	0.00000397700000
1124:	0.00008022200000	0.00000393700000
1126:	0.00007142600000	0.00000390800000
1128:	0.00006773900000	0.00000392700000
1130:	0.00006689600000	0.00000393700000
1132:	0.00006556500000	0.00000394700000
1134:	0.00006713800000	0.00000393700000
1136:	0.00006483300000	0.00000394800000
1138:	0.00002346400000	0.00000395700000
1140:	0.00006795800000	0.00000395800000
1142:	0.00006546300000	0.00000396700000
1144:	0.00007020400000	0.00000398800000
1146:	0.00006464300000	0.00000397700000
1148:	0.00006535400000	0.00000398800000
1150:	0.00006508300000	0.00000400800000
1152:	0.00006446200000	0.00000399700000
1154:	0.00006442200000	0.00000400900000
1156:	0.00006466300000	0.00000400900000
1158:	0.00006447300000	0.00000402800000
1160:	0.00006494400000	0.00000403700000
1162:	0.00006395100000	0.00000403700000
1164:	0.00006522500000	0.00000404700000
1166:	0.00006440100000	0.00000405700000
1168:	0.00006496300000	0.00000406700000
1170:	0.00006879100000	0.00000405700000
1172:	0.00006514400000	0.00000407700000
1174:	0.00006657600000	0.00000406700000
1176:	0.00006243900000	0.00000408700000
1178:	0.00008947000000	0.00000408700000
1180:	0.00006701700000	0.00000416700000
1182:	0.00005694800000	0.00000413800000
1184:	0.00001674200000	0.00000402800000
1186:	0.00002378400000	0.00000415700000
1188:	0.00002062900000	0.00000400700000
1190:	0.00001515900000	0.00000410800000
1192:	0.00004657800000	0.00000413800000
1194:	0.00010940800000	0.00000415900000
1196:	0.00008273700000	0.00000413700000
1198:	0.00007279700000	0.00000423800000
1200:	0.00008162500000	0.00000414800000
1202:	0.00007160600000	0.00000416700000
1204:	0.00007745700000	0.00000424700000
1206:	0.00006584600000	0.00000418700000
1208:	0.00007027300000	0.00000418800000
1210:	0.00006802800000	0.00000420900000
1212:	0.00006796000000	0.00000418700000
1214:	0.00006750700000	0.00000419800000
1216:	0.00006577500000	0.00000420800000
1218:	0.00007329800000	0.00000420900000
1220:	0.00003146900000	0.00000421800000
1222:	0.00008589300000	0.00000420800000
1224:	0.00009055300000	0.00000423800000
1226:	0.00006693700000	0.00000424700000
1228:	0.00007097500000	0.00000423700000
1230:	0.00006653600000	0.00000425700000
1232:	0.00006519300000	0.00000426800000
1234:	0.00006758700000	0.00000426800000
1236:	0.00006592500000	0.00000427800000
1238:	0.00006582500000	0.00000430800000
1240:	0.00006645600000	0.00000429700000
1242:	0.00006582400000	0.00000429800000
1244:	0.00006530400000	0.00000430800000
1246:	0.00006606500000	0.00000430800000
1248:	0.00008439900000	0.00000440800000
1250:	0.00007119600000	0.00000440800000
1252:	0.00006813900000	0.00000433800000
1254:	0.00006687800000	0.00000434800000
1256:	0.00026169700000	0.00000442800000
1258:	0.00007173700000	0.00000442900000
1260:	0.00006770800000	0.00000435800000
1262:	0.00006843000000	0.00000436800000
1264:	0.00007162500000	0.00000439800000
1266:	0.00006758800000	0.00000439800000
1268:	0.00006667700000	0.00000437900000
1270:	0.00006667600000	0.00000438800000
1272:	0.00006780800000	0.00000439900000
1274:	0.00009007200000	0.00000439900000
1276:	0.00006661600000	0.00000440900000
1278:	0.00006895100000	0.00000441800000
1280:	0.00006634500000	0.00000441800000
1282:	0.00006764800000	0.00000444000000
1284:	0.00006533400000	0.00000443900000
1286:	0.00007513300000	0.00000479900000
1288:	0.00007313900000	0.00000445900000
1290:	0.00007090500000	0.00000447800000
1292:	0.00006933200000	0.00000446800000
1294:	0.00006844900000	0.00000448800000
1296:	0.00008219500000	0.00000447900000
1298:	0.00008005200000	0.00000449900000
1300:	0.00007033400000	0.00000448900000
1302:	0.00006804900000	0.00000449900000
1304:	0.00007304900000	0.00000450800000
1306:	0.00007126600000	0.00000451800000
1308:	0.00007353000000	0.00000451800000
1310:	0.00006798900000	0.00000452000000
1312:	0.00006594400000	0.00000453800000
1314:	0.00001962700000	0.00000453800000
1316:	0.00006952200000	0.00000462800000
1318:	0.00006688600000	0.00000457900000
1320:	0.00007280800000	0.00000463900000
1322:	0.00004152800000	0.00000463900000
1324:	0.00008992100000	0.00000456900000
1326:	0.00007743700000	0.00000483900000
1328:	0.00006976300000	0.00000458800000
1330:	0.00006815900000	0.00000458800000
1332:	0.00007637400000	0.00000461800000
1334:	0.00007070500000	0.00000460900000
1336:	0.00008932000000	0.00000460800000
1338:	0.00006691700000	0.00000461900000
1340:	0.00006646600000	0.00000462800000
1342:	0.00006624500000	0.00000463900000
1344:	0.00006584500000	0.00000464800000
1346:	0.00006592500000	0.00000465900000
1348:	0.00006543400000	0.00000465900000
1350:	0.00007332900000	0.00000465900000
1352:	0.00007613400000	0.00000474900000
1354:	0.00007024300000	0.00000466900000
1356:	0.00011814400000	0.00000466800000
1358:	0.00007072400000	0.00000476000000
1360:	0.00006552400000	0.00000468900000
1362:	0.00006613700000	0.00000477900000
1364:	0.00006941200000	0.00000483900000
1366:	0.00006590400000	0.00000470900000
1368:	0.00008438100000	0.00000472900000
1370:	0.00007041400000	0.00000479900000
1372:	0.00007468200000	0.00000474900000
1374:	0.00006601500000	0.00000474900000
1376:	0.00011582000000	0.00000473800000
1378:	0.00006944200000	0.00000490900000
1380:	0.00007253700000	0.00000489000000
1382:	0.00007750700000	0.00000475800000
1384:	0.00006641500000	0.00000476900000
1386:	0.00006554400000	0.00000477900000
1388:	0.00006663600000	0.00000478800000
1390:	0.00006508400000	0.00000478900000
1392:	0.00008642500000	0.00000486900000
1394:	0.00006743700000	0.00000482900000
1396:	0.00008027200000	0.00000481000000
1398:	0.00007004200000	0.00000488900000
1400:	0.00007542400000	0.00000489900000
1402:	0.00006677700000	0.00000484900000
1404:	0.00007452100000	0.00000484900000
1406:	0.00009331300000	0.00000484900000
1408:	0.00008878900000	0.00000495000000
1410:	0.00006976100000	0.00000486900000
1412:	0.00006823900000	0.00000488000000
1414:	0.00006829000000	0.00000489900000
1416:	0.00006789900000	0.00000487900000
1418:	0.00006641500000	0.00000489900000
1420:	0.00006694700000	0.00000489000000
1422:	0.00006589400000	0.00000492000000
1424:	0.00006881100000	0.00000491900000
1426:	0.00006710800000	0.00000492900000
1428:	0.00007370000000	0.00000492900000
1430:	0.00007284800000	0.00000494900000
1432:	0.00006546500000	0.00000493900000
1434:	0.00006690700000	0.00000496000000
1436:	0.00006711800000	0.00000496000000
1438:	0.00007096400000	0.00000498900000
1440:	0.00008696600000	0.00000496000000
1442:	0.00007957100000	0.00000504900000
1444:	0.00007020300000	0.00000498900000
1446:	0.00006613600000	0.00000499900000
1448:	0.00006562500000	0.00000499900000
